scene.joint.inertia,scene.joint.damping,controller.kp,controller.kd,actuator.torque_limit,actuator.time_constant,actuator.torque_rate_limit,total_cost
1.173800186802682,2.200588194610905,244.39365313028583,11.107957068605248,480.3672220437649,0.018272003122518726,13721.98837484594,0.013592619864574275
1.1002441727962498,0.33770014530388415,230.49139000347506,8.857186121218195,225.94656010181913,0.0019101878029341927,1832.3169818795134,0.015179691059742225
1.259977995781551,4.126919422751537,270.41236413767945,7.256012256358131,165.33486995900623,0.0012443847055094404,2018.3675231329194,0.01538383494453788
0.8479796922448648,5.501236728993623,240.14620555817487,14.286419172202645,169.19497227694131,0.06636873621302582,31008.03908443794,0.015520077903462461
1.5474254054114027,9.185338738603326,268.7246012151927,1.598565197556172,377.8503623688704,0.0002794970812813877,8074.19082521206,0.01570906971008589
0.670196171278957,1.497911469711839,137.6139443450629,2.776918097473293,36.52808115245071,0.00016209567405520698,2538.4092318740436,0.015962164868072833
0.5388404076959729,3.9289482854968516,147.83704106696288,1.7667305663629485,28.90965227901279,0.00013801451184482992,463.5807208442286,0.016267865616399906
1.2832789811375176,3.6856609898201462,268.01971736747794,6.165186557606816,41.79236890178261,0.0016370477294823113,4083.774980078683,0.016691782629482982
1.3066361102080841,2.5363272623198396,256.63810095411066,8.471230948667262,189.16560627387113,0.00023867268256626313,4229.368798592724,0.016871011368218277
1.2987930995709367,9.08411445212606,248.16271673536784,1.428196737116283,91.30216671815509,0.0003451906812987963,8322.611696000431,0.01735613757213304
1.6386394377229019,5.092440221330671,286.76053609210624,8.41958625035672,98.21598394015234,1.594506448733946e-05,5147.025451743665,0.017824541868149132
1.3550581444038134,7.610843999775927,256.4064464822745,1.7930936648177176,265.8840848864487,5.31992175314879e-05,11720.855282138644,0.018076274152468305
1.6114850342357512,2.489757813429887,292.60148840359676,7.9165513361214535,313.0870974010269,0.0015912307168544806,50148.77414230308,0.018738648096832112
0.48343159550924214,0.41151456488467963,95.67112549977767,2.5294702412022096,137.59952665224182,8.365326869905376e-05,1312.9388706873112,0.018780084972700867
1.594283386727203,8.607025820009028,269.7784663214159,4.201530766795081,132.26957221923297,3.265638506576111e-05,11331.133615471037,0.018808860838198913
0.8254055997907368,4.606443115936285,151.44722516643458,2.2133799422298783,485.2691232470885,0.0012445038883234073,23373.979097890166,0.018943734379642946
1.2722406469878396,1.444428573861597,225.44520266977923,10.879722826498451,238.1518852248715,0.008647858112128327,7275.383494207642,0.01906134927245325
1.2085802522899196,0.11434380962603519,233.44816682507016,7.649739243705264,159.34386251082898,1.606612941024152e-05,1050.0838185690436,0.019208573291679906
1.0439016917653903,6.942809204893578,247.61813879024044,8.006147826547194,194.74453474005776,0.020111629203853912,16755.90384831411,0.01986499884095719
1.4044181273644385,3.7230962786881605,256.4435000850051,5.592590637613681,98.14572207622797,4.525804943681701e-05,1499.3461435272222,0.019897964319006093
1.7951106627755067,2.346275290993549,291.17548736089304,11.600788705746393,325.73677433207826,0.000279242134924784,7726.30842540725,0.020112852130272776
0.8780379479412902,1.657416411222924,146.79028657494447,5.142218693772467,396.3418175563472,0.0008274645878715165,2243.283144872232,0.02013184287966901
0.9224531618728896,5.69469844704122,182.6393592589756,0.47028969042809843,154.11361242251857,0.0036191295280353624,2538.8580837171357,0.020187300022088954
1.3780590746559993,8.267686093418332,240.05907171411363,3.9732743925450653,213.10324803086957,8.117948073655414e-05,29400.16297417619,0.02161187378995741
1.1997679929947216,8.635170426689506,275.63564063842085,4.066161844232239,166.13580667690158,0.0034514411733002574,5871.433543064773,0.021684217725958202
1.905567535498287,0.014956603910761812,299.2171853089394,14.93210977228825,458.48259693272445,0.0002451456612980722,15432.23676836713,0.02188493562405441
1.7833032750747964,3.845899910261351,274.6429649671562,8.823146168034029,321.5105216847888,4.4353517268839755e-05,15919.231184736704,0.021953187156439367
1.773450233094837,2.691597383772973,289.0789316614392,13.501948580370755,130.69488699629426,0.0059365926533264885,11917.901017764756,0.02197817263640795
0.9763284485325623,5.134442487690225,150.7501434134183,1.9632639792482531,301.0094358138053,1.5535474151208753e-05,13695.01726982155,0.0220318115140939
1.098775130193566,5.387922525166728,226.97629967685396,0.8902731961735588,172.97664931996388,0.0010881317817784436,2488.2820519046513,0.022105051801158553
1.2450213104120562,6.4386678529574475,222.57172552039174,4.896335706076814,412.40516718322186,1.0957582006172435e-05,23334.888226851264,0.022218147969386846
1.9322853079276052,9.167020680374145,298.31297858196456,5.4338347962572815,184.16439730249212,0.0017840504272689593,22073.671214681384,0.022272617054614963
1.3963939372921,6.0243813940436866,221.80525112641484,1.7835380118698474,258.49995274045784,7.131674732167777e-05,34469.090474487755,0.022499105247848802
1.2354066358489535,6.127481670500609,296.0055636052971,6.500999794710531,352.451601071472,0.00012442829075468,1994.579404725275,0.02275508580772147
0.39266866729539934,5.821079464572895,189.1055832877,13.373164995939451,109.73440897678734,0.11221327466416836,34756.93243171611,0.022864112434282147
1.7287579156730652,7.5862347262302325,276.42043468720993,2.0591229766031605,328.7407789151959,0.00018322669239181677,10497.36738548136,0.022979535420528056
0.8154752877937844,1.4771636909722596,155.52131607639228,6.912634415872261,199.047431546635,1.198114601524991e-05,2347.272551665325,0.02308738882507793
0.6998908244320993,4.002790506542794,133.63638746853863,3.7501618477176213,473.58394274160753,0.006631383604031047,3159.9760325631087,0.02318904811357563
1.2197297046562983,8.8336012368967,258.1138790304374,1.4964839181227063,447.40536985302236,0.0012845490846870873,8941.575810697543,0.023397825332440052
1.205669041678288,7.946160702604512,246.31550085901873,3.637683037401993,333.227887528348,0.00021018585839733658,6512.0712757003075,0.023410415606624546
1.3526206202912114,5.05181557798922,234.7993835541641,7.581457478305844,417.0096928105416,0.00028860150338127317,67249.14863458397,0.02354199840948558
1.48964922886609,9.005095986777846,230.36962275395382,0.09596986137072161,269.79531278396405,0.0005218254034386508,9933.297650501456,0.023566001886149494
0.624745418301884,0.7984484397568858,98.38547870553064,4.449239704499089,414.2025626815093,3.366645481773935e-05,15647.736634755565,0.02362192175386326
1.2272387537946408,9.872330636315043,196.53891899550905,0.15646214304315897,410.3810262065762,0.0003139740542974187,3566.356600606869,0.02382612083040976
1.8347090504801984,6.912558177731428,288.8057370410711,8.699284223019339,350.7359472088697,0.00046169665255610403,91514.53361058875,0.023832216585188942
1.0405644170211035,3.36063251108068,277.89113493229183,9.916747110508716,32.32986224964728,0.00305753584179855,3647.2237669011015,0.023884691837442455
0.8650166819099046,5.675083208907356,253.85375656175339,17.83962537525446,283.44105997203457,0.06295875608806774,29682.612284904848,0.023922858320981982
1.337778597566716,1.3175967979043424,200.7842232020663,12.901395824538698,122.7109466392754,0.024988259850212503,21280.949475196245,0.024551280041278035
1.7136451031696787,9.879547655928656,273.5812998940779,5.687316377618616,422.40500326274514,0.001032889707018296,35641.80278146046,0.02482409493534313
1.2444300472881296,6.217155414421715,250.9050237496629,3.903287409067604,287.19906057949294,3.500922242014451e-05,855.0144350025924,0.024971693706592565
