controller.kp,controller.kd,total_cost
28.19388024229364,1.0171375311632513,2.703115576609524
38.51643863016639,1.2081779060123798,2.9103600921153685
98.89701344090649,2.1629259008312554,3.6221692253820583
49.59984610750933,1.3504814359450656,3.6653277813814675
86.40926254941117,1.8152325071319952,3.7549307940373913
98.84008199781056,1.9233645497960372,3.9162305555937316
1.4650863095500417,0.22133694403586035,4.167188327941588
89.3870286558682,2.152005048750346,4.293650380550956
90.91786561774902,2.179024570408161,4.380972947378288
59.931057011973756,1.8081939571554406,4.5044043819269675
56.08047202836869,1.7634891892578175,4.631395843955121
73.91410421157994,2.048531672461128,4.937405428401583
74.56447843931255,2.0680942761943344,5.030928275710568
12.223534005023835,0.8267666315970201,5.084483074623409
87.7461000502305,2.256997165302397,5.240541124208611
39.50664212820332,1.5755721920825838,5.667478794414453
92.16664186519897,1.6918585099230143,5.871786507358335
59.566102765826415,1.9758082311982517,6.053517069170489
42.76163231905078,1.0992506827294668,6.162849624883395
27.779334986727278,1.3716573269525645,6.29186400024226
45.72779035148609,1.09389046625886,7.123998587538806
70.02406344859648,2.299565074165657,7.225414279232816
94.83066989361636,2.663970526260968,7.313893173415199
94.53915483061847,2.686853751193147,7.460660754897059
90.63960713769727,2.721644258827567,7.927469465512221
83.87935492954975,2.629151100313216,7.942920155636358
90.6648006012725,2.793568745389432,8.28745190620712
27.524601200031377,1.6157447245161871,8.630573358803346
89.06981406665251,1.4549295274411622,8.69761414027915
97.8504684039728,3.015504953715671,8.841501083377922
14.166663535785561,5.445319780322743,9.124298136903805
5.3713339298522715,1.8654049380561832,9.131917016940116
20.023230843835723,7.808225612299893,9.133768218118833
9.382077292166494,3.3567030085543816,9.13434404279801
22.499436570870486,8.220407505128733,9.136731859772295
25.367824060111012,8.946444873833055,9.144048171858527
11.982605211456342,3.6867361711028437,9.166963666712885
12.58883658237705,3.656642259340952,9.181545857181405
22.3116160493794,6.582881121603776,9.182886289862944
6.748022335590346,1.8640904238326628,9.183466421101077
14.980843427844452,6.157825438645671,9.187912021455425
34.71903826598123,9.34864159042487,9.207921014901439
19.849281875590012,5.136341118449877,9.214756802149608
29.167555319795305,7.559410046664654,9.216364646216416
38.69547290707449,9.755016988624543,9.226082127561916
11.666366958593938,2.811738831066565,9.245458368148581
35.75774792292976,8.390928131880255,9.265245633739347
29.61318116894454,6.9398177199286195,9.266720483521153
15.625011457091427,1.3058653512987106,9.282734379685085
30.009316219592836,6.615885192172259,9.31556452599819
